"","log2FoldChange","padj","Factor"
"ko:K179181",-0.208280425122625,0.720179120163815,"Vibrio_Vibrio_vs_Control"
"ko:K179201",-0.121368047159583,0.861156201194228,"Vibrio_Vibrio_vs_Control"
"ko:K182691",0.777714544431094,0.381236573728752,"Vibrio_Vibrio_vs_Control"
"ko:K184661",0.513772248554546,0.670564239425915,"Vibrio_Vibrio_vs_Control"
"ko:K186171",0.32147462149065,0.947374580303014,"Vibrio_Vibrio_vs_Control"
"ko:K194001",1.43235622514281,0.69601300677064,"Vibrio_Vibrio_vs_Control"
"ko:K196821",0.426214727003529,0.69601300677064,"Vibrio_Vibrio_vs_Control"
"ko:K197651",-0.4993022567749,1.64690398279238e-05,"Vibrio_Vibrio_vs_Control"
"ko:K197881",0.0549994084200169,0.993647607248069,"Vibrio_Vibrio_vs_Control"
"ko:K199311",0.478749787867138,0.544068371521164,"Vibrio_Vibrio_vs_Control"
"ko:K199321",0.583865266342544,0.69601300677064,"Vibrio_Vibrio_vs_Control"
"ko:K200111",0.0640511427811164,0.993647607248069,"Vibrio_Vibrio_vs_Control"
"ko:K203011",0.763293313837773,0.69601300677064,"Vibrio_Vibrio_vs_Control"
"ko:K203021",-0.33941550457528,0.830925651853073,"Vibrio_Vibrio_vs_Control"
"ko:K203461",-0.134119249023695,0.981389824282312,"Vibrio_Vibrio_vs_Control"
"ko:K203471",0.365727337379375,0.846982577269645,"Vibrio_Vibrio_vs_Control"
"ko:K203501",-2.36799870606949,0.189733577493369,"Vibrio_Vibrio_vs_Control"
"ko:K203521",0.499912382266659,0.474982534894364,"Vibrio_Vibrio_vs_Control"
"ko:K203691",-0.641288231168247,0.00405447037293608,"Vibrio_Vibrio_vs_Control"
"ko:K203981",-0.477350944752069,0.544068371521164,"Vibrio_Vibrio_vs_Control"
"ko:K203991",-0.409829529735345,0.91129519652083,"Vibrio_Vibrio_vs_Control"
"ko:K204721",-0.627556766030704,0.489468196984363,"Vibrio_Vibrio_vs_Control"
"ko:K218701",-0.121638725950119,0.982097350410866,"Vibrio_Vibrio_vs_Control"
"ko:K218911",0.559069098262791,0.885989989226495,"Vibrio_Vibrio_vs_Control"
"ko:K220691",0.60572486471612,0.885989989226495,"Vibrio_Vibrio_vs_Control"
"ko:K223901",-0.125985036490646,0.993647607248069,"Vibrio_Vibrio_vs_Control"
"ko:K225031",0.554092246062359,0.885989989226495,"Vibrio_Vibrio_vs_Control"
"ko:K225561",-2.29983098974329,0.268479135220461,"Vibrio_Vibrio_vs_Control"
"ko:K229391",-1.15104952504255,0.599842369141958,"Vibrio_Vibrio_vs_Control"
"ko:K230341",1.4838974314999,0.851331742843442,"Vibrio_Vibrio_vs_Control"
